subtype,feature,delta_bevac_minus_acute,p_exact,acute_mean,bevac_mean,n_acute,n_bevac,fdr_within_subtype
Angiogenic,Irf1,0.4424685351550579,0.0571428571428571,0.5926285274326801,1.035097062587738,4,3,0.1214285714285714
Angiogenic,B2m,-0.2473518252372741,0.2,3.105540931224823,2.858189105987549,4,3,0.2615384615384615
Angiogenic,H2-Aa,0.1418885538975397,0.6285714285714286,0.7432290464639664,0.8851176003615061,4,3,0.7369458128078817
Angiogenic,H2-Ab1,-0.0774037887652715,0.6857142857142857,0.7692431956529617,0.6918394068876902,4,3,0.752073732718894
Angiogenic,Angpt2,0.3677594847977161,0.1428571428571428,0.1675906740128994,0.5353501588106155,4,3,0.2428571428571428
Angiogenic,Esm1,-0.3183878573278586,0.0571428571428571,0.4002015404403209,0.0818136831124623,4,3,0.1214285714285714
Angiogenic,Apln,0.6135295877854029,0.0285714285714285,0.1498823016881942,0.7634118894735972,4,3,0.0971428571428571
Angiogenic,Kdr,0.8139303003748257,0.0571428571428571,0.9176639840006828,1.7315942843755086,4,3,0.1214285714285714
Angiogenic,Serpine1,0.2142049873558183,0.0285714285714285,0.0322671229951083,0.2464721103509267,4,3,0.0971428571428571
Angiogenic,Ctgf,,,0.1839719414710998,,4,3,
